Doyle Bramhall,Dallas,1971,2009
Fall Out Boy,Wilmette,2005,2009
Deckard,,1964,1969
Bedwetters,California - LA,2011,2013
The Refreshments,,1951,1997
Organ Donors,United States,2011,2015
Mirah,Washington,1995,1995
Charlie Byrd / Laurindo Almeida,Chuckatuck,1950,1966
Clarisse Lavanant,,1979,2014
The Skabs,Illinois,1984,1998
Kassav',,1993,2013
BeauSoleil,,1985,2013
Michelle Tumes,,1975,2001
Olivier Messiaen,,2001,2008
From Autumn To Ashes,Long Island,1994,2017
The Jackson Southernaires,Mississippi,1959,1977
Redman / Hurricane G / Melanie Rutherford,Newark,1968,1975
Cristy Lane,Peoria,1955,1979
Humble Pie,Essex,1960,1997
Patton Oswalt,Portsmouth,1984,2007
Barrio Obrero,,1985,1985
Supertalented,,1950,1966
45 Grave,,1983,2004
Roommate,Colorado Springs,2016,2017
Brian Tyler,,2000,2009
Orquesta Aragon,Cuba,2009,2014
Brian Eno And David Byrne,LAS VEGAS,1967,2010
Edu Lobo,,1960,1987
Gang Starr,Boston,1976,2001
Nestor Torres,Miami,1969,2014
Philip Glass,Baltimore,2016,2016
Stephan Micus,,1975,1995
Edmond Leung,,1998,2011
Janice Robinson,Garfield,1985,1992
The Aftermath,BogotA! D. C.,1988,1993
Coldplay,,1991,2014
ZO2,NY - New York City,1988,2013
Ed Byrne,,1973,2009
Andrew W.K.,New York NY,1986,2012
Onyx,,2010,2017
Burning Spear,NY - Long Island,1958,2001
Methods Of Mayhem / Scott Kirkland,,1995,2000
Bryan Ferry,Washington,1970,1973
BLEED THE SKY,Orange County,2001,2008
Fred Locks,,1970,2017
Sasha,Mexico City,2007,2011
Dolores Keane,,1980,1996
Lauren Wagner & Fred Weldy,,1995,2000
Mr. Sancho,,1958,1986
Tony Danza Tap Dance Extravaganza_ The,,2001,2012
Hurricane,Kansas,1976,2009
Adolph Hofner,Moulton,2003,2013
Charlie McCoy,Jackson,1991,2016
Alex Gopher,,1971,2015
Cockney Rejects,England,1997,2016
D.O.W.N.,,1997,2014
SOL,Los Angeles California USA,2006,2013
Philip Bailey,Denver,2012,2012
Lee Michaels,Los Angeles,1954,1972
Mr. Lif,,2004,2013
Felix Slatkin/Concert Arts Symphonic Band,St. Louis,1999,2005
Cherrelle,Los Angeles,1981,2014
Petra,Fort Wayne,1985,1986
Yamandu + Dominguinhos,,2009,2017
The Paul Butterfield Blues Band,,1962,1993
Arsonists Get All The Girls,Santa Cruz,1990,2012
Hot Wire,Newbury Park,2003,2017
Patrick Saint-Eloi,,2010,2014
Evergreen Terrace,Jacksonville,1995,2015
James Ingram,Akron,1993,2001
Danilo Perez / Claus Ogerman,Panama,1993,2015
Jean-Yves Thibaudet / Gewandhausorchester Leipzig / Herbert Blomstedt,,1978,2003
Crabby Appleton,USA,1968,1974
Dave Rave_ Mark McCarron,CANADA - Ontario,2008,2016
Remi Nicole,,1982,1994
AndrA(c) Blot,,1949,1981
All Leather,,1986,1995
Billy Bragg,Barking,2001,2013
Little Milton,Inverness,2013,2015
Junior Jack,,1959,1966
Lil Boosie,,1991,2014
Candlebox,Seattle,1970,2000
Mark Lowry,,1960,1993
Marisela,,1962,1978
The Oh Sees,,1988,2012
Kitty Kallen,Philadelphia,1981,1994
Autonomous Bass Heads,,1960,1965
Cowboy Mouth,,2002,2009
Jeff Talmadge,Georgia,2002,2006
Dwight Twilley,Tulsa,1988,2010
MA$?go de Oz,,1997,2016
Moraes Moreira,,1983,2001
Darko,GLEN BURNIE,1955,1974
Plasmatics,New York,1970,1995
Stern,Pennsylvania,1948,1976
Yuridia,,1989,2017
Bryan White,Lawton,1998,2017
Dirty Harry,Washington,1955,1979
Kurt Tepperwein,,1961,1993
Gyptian,,1960,2000
Camp Lo,New York,1996,2012
Wonderland,Mass. - Western,1980,1992
Toots & The Maytals,,1970,2012
Gipsy Kings,Arles,1990,2016
Patrick Lamb,Portland,1994,2009
Melvins,Aberdeen,2005,2011
Stan,UK - England - North East,1965,1992
Los Brujos,,2015,2016
Janis Joplin,Port Arthur,1952,1996
Vivian,CANADA - Ontario,2012,2016
Slipknot,Des Moines,2007,2014
Varios,,1985,2017
Atom,Washington,1985,2013
Jimmy Wyble,Port Arthur,1992,2015
Die Symphony,Missouri,1984,2017
Charlie Peacock,,1968,2014
Paul Geremia,Providence,1993,2013
Walter Trout,Ocean City,1982,2000
Monique Marvez,,1983,2013
Dancecore Allstars,,1958,1974
Sean Kingston,Kingston,1997,2009
Blind Lemon Jefferson,Couchman,1967,1975
Mei Chi Chiang,,1951,1979
Sergio Dalma,,1993,2006
Zombina & The Skeletons,,2012,2014
The Jane Shermans,United States,1989,2010
Bon Jovi,Sayreville,1998,2015
Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,,1966,2004
Bescenta,,1984,1999
Dave "Baby" Cortez,Detroit,1976,2001
Bloomfield,,1990,1990
John Debney,,1989,2004
Rakim,Long Island,1979,2017
Tommy James And The Shondells,Dayton,1987,2000
Coraleena Ellis,,2004,2016
The Chieftains,Ireland,1986,2008
Count Ossie,,1994,2010
Elmer Bernstein,New York,1998,2007
Peter Spence,UK - England - West Midlands,1951,1998
Vusi Mahlasela,,1995,2007
Marimba Alma De Chiapas De Juan Palacios,,1977,1989
Jeff Wahl,Colorado,1992,2015
Kapelle Herrenweide,,2002,2011
Jamie Richards,Shawnee OK,2010,2010
Marcelo Radulovich,,1970,1985
Antonio Koudele,,2007,2013
Sonic Subjunkies,,1995,2004
Lizzy Borden,Los Angeles,1984,1988
John Stevens,Madrid,2005,2014
Eddie Turner,,1996,1999
Pretty Boy Floyd,California - LA,1990,2004
Chris Rodriguez,,1967,1993
Neeme Jarvi,,1997,2008
Jack Off Jill,Ft. Lauderdale,1985,2017
NAZCA PERU,,1983,2009
Sheila Walsh,,1987,2011
John Hiatt,Indianapolis,1977,2015
Kool Moe Dee,Harlem,1974,1993
Desert Dwellers,,1997,2012
D.A.D.,Copenhagen (Denmark),2003,2013
The Merry Macs,Minneapolis,1952,1980
Pinch feat. Rudey Lee,Illinois,2009,2009
The Tragically Hip,Kingston,1987,2016
Scott Krippayne,Washington,2010,2016
Flowin Immo et Les Freaqz,,2005,2010
Bebo Norman,,1994,2014
Photek,Ipswich,1992,2001
Isabel Pantoja,,1998,2008
Orquesta Sublime,Cuba,1961,2008
Juanes,Medellin,1966,1984
Bobby Pulido,Edinburg,1981,1996
Alex Fong,,2003,2003
Gustavo Santaolalla,Buenos Aires,1972,1994
Isaacs,Tennessee,1976,2013
Mike And The Mechanics,United Kingdom,1984,1994
In Extremo,,1983,2013
Who Made Who,,1953,1958
Don Francisco,Colorado,1984,1991
Mavado,,2001,2012
Doug Sahm Tex Mex Trip,San Antonio,2003,2017
Hanoi Rocks,,1993,2005
Nicola Fasano feat. Paula B.,,1989,1998
Staatskapelle Dresden/Herbert Blomstedt,,1956,1981
Ocho y Media,,1950,1997
Danny Elfman,Los Angeles,1978,1996
Frank Ifield,Coventry,1982,2012
Clara Nunes,,1983,1983
Fyah Blaze,,1981,2003
Gonzalo Rubalcaba,Havana,1989,2012
Cam'Ron / Juelz Santana,Harlem,1989,2003
Minipop,Corte Madera CA,1990,2010
Jeff Beck Group,,1952,1973
Katie Armiger,,1973,1984
The Del McCoury Band,,2009,2012
F4,,1951,2000
Dhamika,Sweden,1949,1963
K.T. Oslin,Crossett,1985,2004
Taste,Ireland,1952,1971
Cece Winans,Charlotte,1987,2004
Joanna Connor,Brooklyn,1973,1978
The LeRoi Brothers,,1975,2004
Year Long Disaster,Los Angeles,1997,2016
Sam Fan Thomas,,1957,1966
Jimmy McGriff,Philadelphia,1979,1994
Dobet GnahorA(c),BELGIUM,2001,2011
Terminal 11 feat. b.b0Nd,,1976,1980
Smidi Beats,Nevada,2014,2015
Red I Flight,,2003,2009
Adrenaline,Chicago,1965,2013
3 Steps Ahead,,1997,2012
Cool cavemen,Lille,1951,1988
Roni Size,Bristol,1965,1978
Singing Melody Feat. Robyn,,1964,1966
Sneaky Sound System,Sydney,2000,2007
Los Titanes,,2003,2015
Whitney Cummings,,1991,2014
Nando Lauria,,1995,2017
Danny Wright,Texas,1973,2010
Leon Russel,Lawton,1983,2012
Ross,Indonesia,1995,2004
Oak Ridge Boys,,1964,2004
Kerson,Texas,1998,2017
JoAPSo Gilberto / Gilberto Gil / Caetano Veloso,,1979,2012
Army of the Pharoahs,,1959,1972
Jean Gabin,,1994,2007
The Beatles,Liverpool,2007,2013
Streetwize,,1987,2006
Cheo Feliciano,Ponce,1954,1985
Screamin' Jay Hawkins,Cleveland,1949,1975
A-Studio,,1994,2009
Bellatrax feat. Tina Cousins,,1974,2008
Forensics,UK - England - London,2004,2011
Bobby Capo,Puerto Rico,1978,2003
Sandy Posey,Jasper,1983,2008
Kathleen Madigan,California - LA,1993,1998
Radney Foster,Del Rio,1952,1954
A Challenge Of Honour,,1970,1977
Ed Calle,Florida,1950,1967
Johnny Keating & All Stars,,2008,2011
Boards of Canada,Scotland,1980,2012
MU330,St. Louis,1995,2010
Ed Ames,Malden,2013,2017
Ron Goodwin,Plymouth,1991,2001
George Nooks,,1981,2016
Bela Fleck And The Flecktones,,1965,1974
P.o.d,,1996,2012
Linkin Park,Los Angeles,1982,2000
The Roots,Philadelphia,2009,2015
The Flies,,1990,2016
EPMD,allentown Pennsylvania USA,1973,1991
Bruce BecVar,,1997,1999
Deborah Coleman,Portsmouth,1995,2004
Time Factory,,1992,2015
Los AutA(c)nticos Decadentes,,1998,1999
Deathstar,Washington,1951,1958
Mindy McCready,Fort Meyers,1983,2002
Bobby Russell,Nashville,1994,2013
Lisa Lisa & Cult Jam (featuring Full Force),,1985,2012
Sugarman Three,,2016,2017
Gisele MacKenzie,Winnipeg,1951,1997
Faking David,,2007,2016
Eric Burdon,Walker-on-Tyne,1965,1975
Bukka White,Houston,1921,1952
Foxy Brown / Total,,1969,2012
:Blacks On :Blondes,,1976,1995
David Gilmour Featuring Richard Wright,Cambridgeshire,1987,2011
Seven Mary Three,,1984,2011
Irini Merkouri,,1975,1981
Johnny Pearson,,1950,1964
The Jets & The Sharks & Leonard Bernstein&The New York Philharmonic Orchestra,,2008,2012
Alexis HK,,2007,2012
Tha Liks featuring King T,,1991,2014
The Family Stand,Brooklyn,2015,2015
Buddy Johnson,Darlington,1979,2006
Peter Tosh,Westmoreland,1964,2003
Blind Willie Johnson,Marlin,1995,2008
Onesidezero,Los Angeles,1991,2006
Fito Paez,,1997,2013
Wet Wet Wet,Glasgow,1987,2008
Lou Reid & Carolina,North Carolina,1975,2011
Chris Vickery,CANADA - Ontario,1968,1989
Riviera Regime,,1997,2015
Kool Keith,,1981,2004
Kanye West / Adam Levine,Atlanta,1995,2017
Lou Ann Barton,Austin,1966,1991
Alejandro Lerner,,1968,1968
Cannon's Jug Stompers,,1967,1975
The Ghost Of Lemora,London,1988,1989
Robin Frederick,Los Angeles,2014,2017
Y&T,San Francisco Bay Area,1978,1983
Rev. Timothy Wright,,1964,1969
Earl Hooker,Clarksdale,1959,1985
MichA"le Bernard,,1997,2002
Billy Butler,Philadelphia,1987,2016
Usher,Atlanta,1975,2001
Yodi's,,1964,1969
Shade Sheist / DJ Vice / DJ Echo / Damizza,Los Angeles,1959,1967
A Tribe Called Quest,Queens,1982,2011
Cobra Killer,,1997,2007
Nicholas,,1984,1995
Tel Basta,,1980,2012
Teenage Fanclub,Glasgow,1993,2002
Epidemic,York,2011,2013
Deodato,,1989,2012
Jeff & Sheri Easter,,1972,1980
Kary Ng,,1959,1987
Malina,Viareggio,1987,2017
Steve Smith,Brockton,1966,2012
Cedric Gervais Featuring Caroline,,2013,2017
The King Sisters & Alvino Rey,,1965,1972
Suzi Quatro,Detroit,1975,1992
Humanzi,Dublin,1988,1995
Gene Latter,,2006,2010
Billy May & His Orchestra,,1986,2009
Kurupt_ Rosco_ Jayo Felony & 40 Glocc,Philadelphia,1973,2015
Christie Hennessy,,1952,1954
The Jeremy Spencer Band,West Hartlepool,2012,2013
Candy Lo,,1951,1964
Flamin' Groovies,San Francisco,1951,1982
Roberto Roena,,1988,2013
Tum Tum [DJ Drop Mix],,2011,2013
Rocio Jurado,,1958,1990
Salieri,,1962,1972
Royal S,Winterthur,2012,2012
Buckwheat Zydeco,Lafayette,1975,2009
Charley Pride,Sledge,1977,1994
Louis Prima & Keely Smith,,1972,1981
Yami Bolo,Detroit USA,1960,1964
Killswitch Engage,Boston,1975,1981
Crazy Girl,,2003,2003
Memphis Jug Band,Memphis,1997,2005
Juan Farcik,,1954,1972
Saigon Kick,Coral Springs,1951,1957
Nicho Hinojosa,,2000,2000
Incubus,California,1993,2008
RamA3n Vargas;Vesselina Kasarova;Vladimir Jurowski,,1986,2005
King Curtis with Jack Dupree,Fort Worth,1969,1994
Omni,Los Angeles,1952,1996
Orchestra e Coro del Palacio de Bellas Artes Di CittA! del Messico_ Oliviero De Fabritiis_ Maria Call,New York,1988,1997
Giuseppi Logan,NY - New York City,1968,2002
Radio Moscow,Ames,1990,2016
Alacranes Musical,,1988,2009
Tina Ann,,1991,2005
The Elders,,1988,1993
Stille Volk,,1999,2008
F-4,,2007,2008
Doug MacLeod,New York,2000,2017
Jimmy Hughes,Florence,1948,1990
Emotion Code,,1981,2002
L7,Los Angeles,1972,2003
Bill Perry,Chester,1989,2009
Billy Price_ Fred Chapellier,Pennsylvania,2017,2017
Corey / Shaquille O'Neal,Atlanta,1988,1989
Hatebreed (int License),New Haven,1973,1981
Moments In Grace,,1999,2014
Connie Smith,Elkhart,1985,2003
Uphill Battle,Ventura County,1999,2012
Barbara Fairchild,Knobel,1970,2008
Wilks featuring pee wee ellis,,1950,1952
Dave And Ansel Collins,Jamaica,1968,1978
DASOLA,,1948,1959
Pascal Obispo,,1974,2000
Bob Sinclar,Kentwood,1967,1967
Buddy Miles,Omaha,2016,2017
Mau Mau,,1987,2008
Cocoa Tea,Kingston,1984,2007
Claw Hammer,,2002,2017
Carlos Jimenez,NY - New York City,1953,1983
Kashief Lindo,,1976,2007
The Almost,Salt Lake City,1999,2017
Alas,Florida,1996,1996
Sofi Marinova,,1979,1997
Los Ninos De Sara,,1977,2008
The Gentle Good,,2013,2015
Small Faces,,1956,1958
Tom Collier,,1951,1990
Heavenly,Oxford,1976,2008
Los Morros Del Norte,Culiacan Sinaloa,1967,2012
Moon Mullican,Corrigan,1978,1993
Yuko Kanzaki,,1988,2010
Moonface,,1967,1984
30 Seconds To Mars,Los Angeles,1990,2016
Grace Gale,Denver,2000,2017
King Tee,Los Angeles,1995,2015
Cauda Pavonis,,1996,2001
Geddy Lee,Willowdale,1984,2015
Planetakis,,2003,2012
Rick Ross,Miami,2013,2017
The Fureys,,1971,1974
Jim Jones / Max B,New Mexico,1949,1964
Simply Red,Adegngiltere,1986,2013
Juana Molina,,2001,2015
Mothers Pride,Lucerne,2010,2017
Byzantine,,1998,2009
Halfway to Gone,,2000,2011
Jacques Douai,,1976,2009
The Steeles,Minnesota,1972,1992
Beherit,Helsinki,1992,2011
Nick Colionne,,1987,2011
SNAP!,Germany,1996,2006
Hermeto Pascoal,Lagoa da Canoa,1965,2006
Lauren Wood,California - LA,1948,1977
Ray Pillow,Lynchburg,1993,2012
Baby Bash,Houston,1952,2001
Mariah Carey,Hunington,1998,2015
Frankie J,Tijuana,1988,2013
Vangelis,Volos,1971,2002
Maria Bamford,Los Angeles CA,2001,2014
Rubyhorse,Cork City,1995,2008
Flora Purim,Rio de Janeiro,1998,2008
Elizabeth Cotten,Chapel Hill,1940,1960
Tommy McLain,,1988,2015
David Lynch,California,1981,2007
Eluveitie,Switzerland,1991,2016
Dark Party,,2001,2014
Janet Jackson,Los Angeles &amp; New York,1965,1976
Albin Myers,,1972,1994
Hot Live Guys,CANADA - other,1980,2009
Kanda Bongo Man,Inongo,1973,1999
MAom,,1985,2016
Alex,,1995,2017
Keb'Mo',Los Angeles,1974,2000
Rachael Lampa,,1998,2003
David Zinman;Pittsburgh Symphony Orchestra,,1981,1988
Sofia Karlsson,Sweden,1993,2016
Mystic Rhythms Band,,1953,1985
Epitaph,adega,1977,1993
Rodney O_ Joe Cooley,,1979,2009
Robert Palmer,Batley,1971,1998
Sigmatropic,,1990,2007
Neon Blonde,,2002,2009
Soul Ballet,,2007,2007
Milk Inc.,,1989,2013
Mario Piu',,1968,1995
Joy Division,,1978,2006
Bob Crosby,,1949,1976
The Frantic,London,1988,1988
Ruffneck,,1992,1995
Devo,Georgia,1959,2008
The Perrys,Maryland,2002,2014
The Jets,,2007,2015
Dolce; Orange Factory,Oklahoma,2013,2015
Tin Hat Trio,,1982,2016
Venice,New Hampshire USA,2014,2015
Smash Palace,New Jersey,1978,2015
Dave Brockie Experience,,1994,2013
Bow Wow Wow,London,1995,2005
Ashton Shepherd,,1989,2014
Lonnie Brooks,Dubuisson,1951,1993
I Wayne,,2002,2009
Jazzy B,,1991,2014
Coffinberry,Ohio,2003,2012
Janitor Joe,,1975,2006
Young-Holt Unlimited,Chicago,1953,1975
Brent Lamb,,2014,2017
Vodka Collins,Tokyo,1974,2003
Brenda Boykin,,1990,2013
Faith Yang,,2006,2014
Roger Reynolds,,1988,2017
Jim Reeves,Galloway,1988,1991
Ketty DB,,1949,1955
Gov't Mule,,1989,2013
Sir Douglas Quintet,San Antonio,2006,2016
Bad Azz,,1991,2014
Kitty Wells,Nashville,1962,1983
Defect & Quixotic,,2006,2012
Rockin' Dopsie_ Jr.,,1962,2006
She Satellites,,1981,2009
Saman,,1993,2012
Smart Alex,London,1967,1969
AFS,Great Britain / UK,1977,1999
Tsar,,1996,2012
Dave Valentin,Chelmsford,1974,1991
Jimmy Burns,Dublin,2014,2015
Claire ElziA"re,,1948,1983
Luke Vibert,,2006,2009
Ice,Tennessee,1987,2014
Spiral Stairs,,2003,2009
Rea_ Chris,Middlesbrough,1991,2003
Lifehouse,NORTH FORT MYERS,1989,2007
Ricardo Arjona,,1968,1975
Tyrone Wells,California - LA,1994,2015
John Sebastian,Leeds,1994,2007
Concretes,Stockholm,2005,2015
Izzy Stradlin And The Ju Ju Hounds,,1981,1999
Don Campbell,,1991,2008
Cotton Candy,California - SF,1949,1966
Frank Marino & Mahogany Rush,,1988,2009
John Wayne,,1962,1998
The Incurables,Missouri,2014,2017
Bert Kaempfert,Hamburg,1980,2004
H-Town,Houston,1950,1950
Voyager Series,,1963,1973
JERRY WALLACE,Kansas City,1993,1999
Beenie Man Featuring Janet Jackson,Kingston,2001,2002
Morgion,,1982,2006
Wild Horses,,1973,1997
Malefaction,,2000,2010
Jope Ruonansuu,,2015,2017
Charlie Walker,Collins County,1987,1998
Slum Village,Detroit MI,1974,1996
Youves,,1973,1994
Cats In Boots,,2001,2008
Firehouse,Wisconsin,1984,1997
The Panic Channel,,1989,2007
Ismael DueA+-as,,1981,2015
The Galactic Heroes,,1980,2000
FU-Schnickens,,1972,2014
AnanA(c),,1979,2014
Rocker-T,Wisconsin,1989,2010
Ana Popovic,Belgrade,1991,2017
Baby D,,1989,2000
Lunasicc,,2014,2014
Juelz Santana / Bezel,New York,2002,2010
The Fontane Sisters,,2011,2014
The Cure,Crawley,1996,2007
I Nuovi Angeli,Oregon,1976,2000
Joshua Rifkin,New York,1993,1995
Art Blakey's Jazz Messengers,,1972,1999
Paul Glazby,,2001,2003
Patti Smith,Chicago,1991,1999
Saga,Toronto,1973,1994
Vrse Murphy,,1954,1955
Luke Bryan,,2001,2016
Thriller U,,1952,1975
Lennie Tristano,US,2001,2013
Dead Kennedys,,1974,2001
Twinkle Twinkle Little Rock Star,,1965,1987
Cut Copy,Melbourne,1994,2006
Salt The Wound,,2004,2011
The Cars,Boston,1976,1985
De La Soul / MF Doom,Amityville,1988,2012
Mississippi Mass Choir,,1957,1975
The Ruby Suns,,1992,2008
Schoolyard Heroes,Seattle,1995,2005
Mannheim Steamroller,Omaha,1997,2008
ColdWorld,Germany (Erfurt,1994,2016
David Banner,Jackson MS,1996,2016
Paul Cantelon,,2003,2014
Richard Lloyd,,1960,1981
June Hutton,,1969,2010
Rainbow,,1978,1997
Marc Et Claude,,1997,2012
Pee Wee Crayton,Rockdale,2000,2013
FlA$?skkvartetten / ThAY=strAPm,,1953,1957
Ancient Astronauts,GERMANY,1999,2013
Symphony in Peril,AMSTERDAM,2000,2008
Greg Vaccariello,,1989,2003
Mike Brooks,Westmoreland,1962,1981
This Moment,Cleveland,2001,2013
The Chi-Lites,Chicago,2016,2016
Jerry Lewis,Newark,1991,2004
Stephen Marley / Damian Marley,,1991,2011
Charlie Khan,,1994,2011
Steinski,,2000,2010
Chuck Wicks,,1988,2013
Lexi,Nebraska,1998,2005
Tommy Sands,UK - Northern Ireland,1951,1967
DJ Harry,,2002,2012
Diamanda Galas,San Diego,1989,2009
Black Eyed Peas / Terry Dexter,Los Angeles,1990,2003
Beenie Man,Kingston,1988,2007
Be Bop Deluxe,England,1956,1982
Rolfe Kent,,1977,1999
Nu Flavor,Long Beach,1957,1974
ISRAEL & NEW BREED,,1974,2003
P.O.D.,,1980,2012
Mystery,North Carolina,1954,1954
Eko Fresh,Mi?1/2engladbach,2001,2012
Buju Banton,Kingston,1988,2005
Alvin YoungbloodA Hart,Oakland,1996,2005
Gene Chandler,Chicago,2016,2017
Walter Jackson; Arranged & conducted by Riley Hampton,Pensacola,1954,1986
J Bostron & Beretta,,1972,1991
Mark Ashley,,2003,2009
Cindy Morgan,Nashville,1983,2006
Generation X,,1982,2012
Laidback Luke & Diplo,,1969,1984
The Edgar Broughton Band,,1979,2008
Aleks Syntek,Merida,2012,2014
Los Del Rio,,1991,2008
Wes King,,1999,2016
Teijo Joutsela and Humppa-Veikot,,1986,2003
Jefferson Starship,San Francisco,1985,2007
Ronny Eriksson,,1954,1977
John Mayall,,2000,2008
Attack Attack,USA ,1986,2017
Mighty Mighty Bosstones,Boston,1982,2007
The Booth Brothers,North Carolina,2010,2010
Vivian Khor,California - LA,1961,1983
Anne Dudley,,1984,2002
The Mustangs,Connecticut,1951,1976
Paul Simon,Newark,1998,2004
Eberhard Weber,Stuttgart,1978,2000
Jimmy Herring,,2001,2017
The Continentals,Washington DC,2003,2015
Neil Diamond,Brooklyn,1953,1981
The Chieftains;Colin James,Ireland,1986,2013
Joe Turner_ Joe Houston_ L. C. Williams,Mississippi,1958,1966
J.B. Lenoir,Monticello,1978,1995
Screaming Jay Hawkins,,1959,1999
The Ataris,Anderson,1990,2003
Sharon Burch,,1988,1993
Koffi OlomidA(c),,1981,1985
Svartthron,,2005,2008
The Rongetz Foundation,,1975,2004
Bob Marley & The Wailers,,1953,1984
Claude FranASSois,,1993,2004
The Cate Brothers,Fayetteville,1982,2013
Tracy Byrd,Vidor,1948,1957
Jean Segurel,,1996,2008
Fran Perea,Malaga,2000,2011
Maria Muldaur,New York,1950,1978
Mustafa Sandal,,1957,1992
Johannes Linstead,Toronto,1987,2006
Dorothy Norwood,,2011,2015
Fania All Stars,,1967,1974
Big John Greer,,1992,2010
Jaguares,,1982,2004
Carman featuring Commissioned & The Christ Church Choir,Trenton,1990,1993
Raphael,France,1970,2017
Sammi Cheng,,1966,1967
Cargo Cult,Reading,1992,2008
Lord Sterling,New Jersey,1990,2016
Gerard Lenorman,Centre,1970,2013
Novika,,2006,2017
Eldar,Laietan,2005,2013
Eason Chan,,1979,2000
Hey Colossus,,2000,2007
Sonora Carruseles,,1997,2016
Mobb Deep featuring Nate Dogg,Queensbridge,2004,2014
DJ Spinn and DJ Rashad,,1972,2014
Jose Luis Perales,,1976,1984
El Poder del Norte,,2013,2017
Tony Matterhorn,,1995,2009
Kisha,,1995,2005
Ana Nikolic,Serbia,1991,1992
4 Skins,,1953,1994
Zapp,Dayton,1980,1984
Ximena Sarinana,MX,1958,1958
Busta Rhymes,East Flatbush,1987,2008
Fontella Bass,St. Louis,1989,2003
Rhinostar,,1954,1955
Old Man's Child,Norway,1996,2011
Patty Griffin,Old Town,1994,1996
Aeoliah,Canada,2003,2014
Space Opera,,2008,2009
Through the Eyes of the Dead,Florence,1997,2016
Johnny Otis,Vallejo,1976,1976
Finest Dearest,,2005,2008
Neema,CANADA - QuA(c)bec,1959,1969
Sound 5,,1964,1991
Jorgen Ingmann,,1959,1991
Sean Callery,,1990,2017
Jesus Otero - Luny Tunes,,1951,1980
Fergie,Hacienda Heights,1983,1987
The Doors,Los Angeles,1952,1977
Erick Sermon,,1975,2008
Scott Glasgow,,1990,2014
Poncho Sanchez,Laredo,1967,2005
Livingston Taylor,Boston,1985,2001
Fortitude,Kansas,2014,2014
R. Carlos Nakai,,2016,2017
Joe Grushecky,,1953,1970
Spitfire,Athens,2005,2008
Equilibrium,Colorado,1971,1975
Kat DeLuna,,1999,2000
Artie Fishel & The Promised Band,,2002,2016
Johnny Horton,Los Angeles,1988,2016
XLNC,,1972,2012
Champion Jack Dupree With TS McPhee,New Orleans,1993,2008
Enrique Iglesias,Madrid,1988,2008
Esa Pakarinen,,1975,1995
The Plasmatics,New York,1968,2010
Amy Lambert,North Carolina,1992,1999
Torcuato Mariano,,2004,2006
Dobby Dobson,Florida,2014,2015
Baby Bash / Grimm,Houston,1983,2008
Chops,,1997,2017
Martriden,Havre,1998,2010
Fredi,,1960,1994
Sandy Lam,,2003,2015
Patsy Cline,Gore,1991,2001
D:Fuse,Austin,1988,2012
Daryl Hall & John Oates,Philadelphia,1987,2004
Bad Company,England,1980,2008
Max Steiner,Vienna,2013,2015
Angel Romero,,1971,2017
Juliette & The Licks,,2004,2017
Paul Avgerinos,,1993,2010
Bangalafumenga,,1970,2005
Angels,Australia,1968,1985
Prince,Minneapolis,1970,2010
Diego Verdaguer,,1974,1996
Cavo,Missouri,1986,1996
Bruisers,,1964,1985
The Highwaymen,Dayton,1998,2009
Joselito,Jaen,2002,2007
AFI,Ukiah,1998,2011
Lil Mz. 313 featuring DJ Rashad,,2005,2016
Snowgoons,Karlsruhe,1989,2010
Jah Legacy,FRANCE,1951,1970
The Cufflinks,,1965,2008
Dimitri Tiomkin,Kremenchuk,1999,2008
Pheeroan Aklaff,,1977,2007
Olivia Ruiz,Carcassonne,1994,2009
Rick Snel,,1994,2005
Raymond LefA"vre,,1979,2010
Chanta Vielma,,2016,2017
Undertakin' Daddies,,1960,1996
Papoose,Bedford-Stuyvesant,1995,2013
Plump DJs,London,1983,2004
Konstantinos Galanos,,1961,1996
Astrovamps,,1982,2009
Jimmy Durante,New York,1992,2016
Jackie Wilson,Detroit,1947,1971
Sao Paris,,1995,2007
The Meatmen,Lansing,1968,2000
Jimmy Nelson,Philadelphia,2017,2017
Jacques Dutronc,Paris,1964,1974
Hotwire,Newbury Park,1995,2010
The Gufs,,1985,2009
Eagles,Los Angeles,1993,2007
Basement Jaxx,London,1991,2015
Mark Wills,Cleveland,1989,2011
Weirdos_ The,,1977,1994
Tree,,1971,2012
DAVE MATTHEWS BAND,Charlottesville,1985,2011
George Jones,Beaumont,1984,2014
John Berry,Aiken,1952,1966
Abijah,Jamaica,2002,2013
Agnostic Front,New York,1986,2000
Sick Of It All,Virginia,1991,2014
TrA"s,Texas,1952,1960
Kenny G,Seattle,1977,1990
Kevin Burke,,1965,1984
Sean Quinn,,1957,2006
Oscar Pettiford,Okmulgee,1958,1964
Fuel,,1978,2004
Marc Lavoine,Longjumeau,1972,2006
Frederick Knight,Birmingham,1989,2006
Phantom Planet,,1999,2015
Russ Morgan,Scranton,2003,2016
Hoods,Vrsac,1997,2008
Grand Funk,Flint,1955,2004
Carl Doy,,2000,2001
Geier Sturzflug,,1958,1989
Workhorse,Mississippi,2002,2013
Deep Puddle Dynamics,,1987,2009
Zebra,,1970,1995
The Irish Rovers,Alberta,2006,2013
A Tundra,,2002,2013
Hank Penny & Sue Thompson,Birmingham,2005,2009
